OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services -Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services -Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
1771.0,46550.0,Angola -- 46540,Porto Do Ambriz, ,AO AZZ,Angola,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57260.0, , ,"coa01c, gen01b",0.8,90.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Poor,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,VII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-7.833333000000000,13.100000000000000
1773.0,46590.0,Angola -- 46540,Lobito, ,AO LOB,Angola,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57282.0, , ,"coa01c, gen01b, h0146590",1.7,0.0,18.3,14.0,14.7,13.0,0.0,275.0,0.0,10.3,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,VII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,No,Unknown,Unknown,Yes,Limited,Small,Unknown,-12.333333000000000,13.566667000000001
1774.0,46452.0,Gabon -- 46410,Olowi Marine Terminal, , ,Gabon,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57220.0, , ,"coa01h, gen01b",0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-3.133333000000000,10.216666999999999
1781.0,46472.0,Congo -- 46455,Djeno Terminal, ,CG DJE,Congo (Brazzaville),South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57241.0, , ,"a0146470, coa01c, gen01b",1.6,0.0,21.6,25.0,0.0,23.0,0.0,0.0,0.0,0.0,339.8,0.0,22.5,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,II,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No,Unknown,None,Unknown,Unknown,-4.933333000000000,11.900000000000000
1782.0,46460.0,Congo -- 46455,Yombo Terminal,FPSO La Noumbi,CG YOM,Congo (Brazzaville),South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57220.0, , ,"coa01c, gen01b",0.0,0.0,200.0,38.0,0.0,100.0,0.0,0.0,0.0,0.0,280.0,0.0,15.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,II,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,-4.450000000000000,11.100000000000000
1783.0,46750.0,South Africa -- 46725,Saldanha Bay,Saldanhabaai,ZA SDB,South Africa,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57480.0, , ,"a0146675, coa01c, gen01c, h0146675",2.0,400.0,23.2,15.5,23.0,23.0,0.0,340.0,60.0,21.2,0.0,0.0,0.0,Medium,Coastal (Breakwater),Unknown,Fair,No,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,VII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,Limited,Unknown,Medium,-33.033332999999999,17.966667000000001
1788.0,46640.0,Namibia -- 46635,Walvis Bay,Walvisbaai,NA WVB,Namibia,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57381.0, , ,"a0146640, coa01c, gen01c, h0146640",1.5,150.0,14.0,24.9,16.0,10.0,0.0,335.6,48.2,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,No,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,VII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Unknown,Medium,-22.949999999999999,14.500000000000000
1790.0,46380.0,Sao Tome and Principe -- 46370,Sao Tome,Ana Chavez,ST TMS,Sao Tome and Principe,Gulf of Guinea; North Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57143.0, , ,"coa01h, gen01b, h0146380",1.4,0.0,37.0,4.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,No,Yes,Unknown,Unknown,No,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,II,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,No,No,Unknown,No,No,Emergency Only,Unknown,Unknown,0.350000000000000,6.733333000000000
1795.0,12661.0,Brazil NE Coast Cont -- 12575,Guamare Oil Terminal, ,BR GUA,Brazil,South Atlantic Ocean, ,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,24240.0, , ,"coa01d, gen01b",1.8,0.0,16.0,17.1,0.0,17.0,0.0,0.0,0.0,0.0,280.0,0.0,14.0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,V,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Yes,Yes,Moderate,Unknown,Unknown,-4.866667000000000,-36.283332999999999
1796.0,46547.0,Angola -- 46540,Palanca Terminal, ,AO PAT,Angola,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57260.0, , ,"coa01c, gen01b",1.9,0.0,0.0,50.0,0.0,44.0,0.0,0.0,0.0,0.0,330.0,60.0,0.0,Small,Open Roadstead,Unknown,Poor,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,VII,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,None,Unknown,Unknown,-6.950000000000000,12.400000000000000
1801.0,15330.0,Ecuador -- 15240,Esmeraldas, ,EC ESM,Ecuador,North Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22084.0, , ,"a0715330, coa07j, gen07c, h0715330",2.9,0.0,9.4,11.0,11.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Fair,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,XII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,1.000000000000000,-79.650000000000006
1802.0,15310.0,Ecuador -- 15240,Manta, ,EC MEC,Ecuador,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22101.0, , ,"a0715310, coa07j, gen07c, h0715310",2.3,0.0,9.4,17.1,11.0,4.9,0.0,300.0,0.0,9.7,0.0,0.0,0.0,Very Small,Coastal (Breakwater),Unknown,Poor,No,Yes,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Unknown,-0.950000000000000,-80.716667000000001
1803.0,15290.0,Ecuador -- 15240,La Libertad, ,EC LLD,Ecuador,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22103.0, , ,"a0715290, coa07j, gen07c, h0715290",2.1,0.0,0.0,9.4,4.9,11.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,No,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Small,-2.216667000000000,-80.916667000000004
1805.0,15250.0,Ecuador -- 15240,Puerto Bolivar, ,EC PBO,Ecuador,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22115.0, , ,"coa07j, gen07c, h0715250",1.6,0.0,9.4,11.0,9.4,0.0,0.0,300.1,48.2,0.0,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Yes,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,None,Unknown,Small,-3.266667000000000,-80.000000000000000
1807.0,14510.0,Chile -- 14070,Bahia Quintero (Ventanas), ,CL QTV,Chile,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22263.0, , ,"a0714500, coa07d, gen07b, h0714510",1.4,0.0,0.0,18.6,14.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,Yes,Unknown,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,XV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,-32.766666999999998,-71.533332999999999
1808.0,60800.0,Russia -- 60530,Bukhta Vanino, ,RU VNN,Russia,Tatar Strait; North Pacific Ocean, ,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view, , , ,"coa24c, gen24a",0.4,0.0,18.0,15.5,11.3,14.7,0.0,292.0,45.0,17.5,0.0,0.0,0.0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,XIII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,49.083333000000003,140.283332999999999
1809.0,15270.0,Ecuador -- 15240,Guayaquil, ,EC GYE,Ecuador,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22114.0, , ,"coa07j, gen07c, h0715270",4.0,0.0,9.4,9.4,9.4,9.4,0.0,212.5,0.0,9.7,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Limited,Small,Medium,-2.200000000000000,-79.883332999999993
1810.0,59930.0,China Continued -- 59850,Haimen,Haimen; Taizhou,CN HME,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94180.0, , ,"coa23d, gen23a, h2359925",4.0,0.0,6.4,7.9,4.9,6.4,0.0,0.0,0.0,15.3,0.0,0.0,0.0,Very Small,River (Natural),Unknown,Good,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,28.683333000000001,121.450000000000003
1811.0,59960.0,China Continued -- 59850,Zhoushan,Dinghai,CN ZOS,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94203.0, , ,"a2359940, coa23d, gen23a",1.0,0.0,21.6,21.6,23.2,3.4,0.0,0.0,0.0,23.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Limited,Medium,Unknown,30.000000000000000,122.099999999999994
1812.0,60795.0,Russia -- 60530,Sovetskaya Gavan,Sovgavan,RU SOG,Russia,Tatar Strait; North Pacific Ocean, ,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view, , , ,"coa24c, gen24a",1.0,0.0,20.1,23.2,10.2,11.0,0.0,300.0,0.0,9.5,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XIII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Moderate,Medium,Small,48.973611110999997,140.268055556000007
1815.0,15190.0,Peru -- 14830,Talara, ,PE TYL,Peru,South Pacific Ocean, ,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub125bk.pdf&type=view,22121.0, , ,"coa07e, gen07c, h0715190",5.0,0.0,17.1,3.4,11.0,11.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Cargo,Fair,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,No,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,XVI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Major,Unknown,Large,-4.583333000000000,-81.283332999999999
